security,ts_code,symbol,name,cnspell,market,list_date
601669.XSHG,601669.SH,601669,中国电建,ZGDJ,主板,20111018
601677.XSHG,601677.SH,601677,明泰铝业,MTLY,主板,20110919
601678.XSHG,601678.SH,601678,滨化股份,BHGF,主板,20100223
601686.XSHG,601686.SH,601686,友发集团,YFJT,主板,20201204
601688.XSHG,601688.SH,601688,华泰证券,HTZQ,主板,20100226
601689.XSHG,601689.SH,601689,拓普集团,TPJT,主板,20150319
601696.XSHG,601696.SH,601696,中银证券,ZYZQ,主板,20200226
601698.XSHG,601698.SH,601698,中国卫通,ZGWT,主板,20190628
601699.XSHG,601699.SH,601699,潞安环能,LAHN,主板,20060922
601700.XSHG,601700.SH,601700,风范股份,FFGF,主板,20110118
601702.XSHG,601702.SH,601702,华峰铝业,HFLY,主板,20200907
601717.XSHG,601717.SH,601717,中创智领,ZCZL,主板,20100803
601718.XSHG,601718.SH,601718,ST际华,STJH,主板,20100816
601727.XSHG,601727.SH,601727,上海电气,SHDQ,主板,20081205
601728.XSHG,601728.SH,601728,中国电信,ZGDX,主板,20210820
601766.XSHG,601766.SH,601766,中国中车,ZGZC,主板,20080818
601777.XSHG,601777.SH,601777,千里科技,QLKJ,主板,20101125
601778.XSHG,601778.SH,601778,晶科科技,JKKJ,主板,20200519
601788.XSHG,601788.SH,601788,光大证券,GDZQ,主板,20090818
601789.XSHG,601789.SH,601789,宁波建工,NBJG,主板,20110816
601798.XSHG,601798.SH,601798,蓝科高新,LKGX,主板,20110622
601799.XSHG,601799.SH,601799,星宇股份,XYGF,主板,20110201
601800.XSHG,601800.SH,601800,中国交建,ZGJJ,主板,20120309
601801.XSHG,601801.SH,601801,皖新传媒,WXCM,主板,20100118
601808.XSHG,601808.SH,601808,中海油服,ZHYF,主板,20070928
601811.XSHG,601811.SH,601811,新华文轩,XHWX,主板,20160808
601816.XSHG,601816.SH,601816,京沪高铁,JHGT,主板,20200116
601818.XSHG,601818.SH,601818,光大银行,GDYH,主板,20100818
601825.XSHG,601825.SH,601825,沪农商行,HNSH,主板,20210819
601827.XSHG,601827.SH,601827,三峰环境,SFHJ,主板,20200605
601828.XSHG,601828.SH,601828,美凯龙,MKL,主板,20180117
601838.XSHG,601838.SH,601838,成都银行,CDYH,主板,20180131
601857.XSHG,601857.SH,601857,中国石油,ZGSY,主板,20071105
601858.XSHG,601858.SH,601858,中国科传,ZGKC,主板,20170118
601860.XSHG,601860.SH,601860,紫金银行,ZJYH,主板,20190103
601865.XSHG,601865.SH,601865,福莱特,FLT,主板,20190215
601866.XSHG,601866.SH,601866,中远海发,ZYHF,主板,20071212
601868.XSHG,601868.SH,601868,中国能建,ZGNJ,主板,20210928
601869.XSHG,601869.SH,601869,长飞光纤,ZFGX,主板,20180720
601872.XSHG,601872.SH,601872,招商轮船,ZSLC,主板,20061201
601877.XSHG,601877.SH,601877,正泰电器,ZTDQ,主板,20100121
601878.XSHG,601878.SH,601878,浙商证券,ZSZQ,主板,20170626
601880.XSHG,601880.SH,601880,辽港股份,LGGF,主板,20101206
601881.XSHG,601881.SH,601881,中国银河,ZGYH,主板,20170123
601882.XSHG,601882.SH,601882,海天精工,HTJG,主板,20161107
601886.XSHG,601886.SH,601886,江河集团,JHJT,主板,20110818
601888.XSHG,601888.SH,601888,中国中免,ZGZM,主板,20091015
601890.XSHG,601890.SH,601890,亚星锚链,YXML,主板,20101228
601898.XSHG,601898.SH,601898,中煤能源,ZMNY,主板,20080201
601899.XSHG,601899.SH,601899,紫金矿业,ZJKY,主板,20080425
601900.XSHG,601900.SH,601900,南方传媒,NFCM,主板,20160215
601901.XSHG,601901.SH,601901,方正证券,FZZQ,主板,20110810
601908.XSHG,601908.SH,601908,京运通,JYT,主板,20110908
601916.XSHG,601916.SH,601916,浙商银行,ZSYH,主板,20191126
601918.XSHG,601918.SH,601918,新集能源,XJNY,主板,20071219
601919.XSHG,601919.SH,601919,中远海控,ZYHK,主板,20070626
601921.XSHG,601921.SH,601921,浙版传媒,ZBCM,主板,20210723
601928.XSHG,601928.SH,601928,凤凰传媒,FHCM,主板,20111130
601929.XSHG,601929.SH,601929,吉视传媒,JSCM,主板,20120223
601933.XSHG,601933.SH,601933,永辉超市,YHCS,主板,20101215
601939.XSHG,601939.SH,601939,建设银行,JSYH,主板,20070925
601949.XSHG,601949.SH,601949,中国出版,ZGCB,主板,20170821
601952.XSHG,601952.SH,601952,苏垦农发,SKNF,主板,20170515
601956.XSHG,601956.SH,601956,东贝集团,DBJT,主板,20201225
601958.XSHG,601958.SH,601958,金钼股份,JMGF,主板,20080417
601963.XSHG,601963.SH,601963,重庆银行,CQYH,主板,20210205
601965.XSHG,601965.SH,601965,中国汽研,ZGQY,主板,20120611
601966.XSHG,601966.SH,601966,玲珑轮胎,LLLT,主板,20160706
601968.XSHG,601968.SH,601968,宝钢包装,BGBZ,主板,20150611
601969.XSHG,601969.SH,601969,海南矿业,HNKY,主板,20141209
601975.XSHG,601975.SH,601975,招商南油,ZSNY,主板,20190108
601985.XSHG,601985.SH,601985,中国核电,ZGHD,主板,20150610
601988.XSHG,601988.SH,601988,中国银行,ZGYH,主板,20060705
601990.XSHG,601990.SH,601990,南京证券,NJZQ,主板,20180613
601991.XSHG,601991.SH,601991,大唐发电,DTFD,主板,20061220
601992.XSHG,601992.SH,601992,金隅集团,JYJT,主板,20110301
601995.XSHG,601995.SH,601995,中金公司,ZJGS,主板,20201102
601996.XSHG,601996.SH,601996,丰林集团,FLJT,主板,20110929
601997.XSHG,601997.SH,601997,贵阳银行,GYYH,主板,20160816
601998.XSHG,601998.SH,601998,中信银行,ZXYH,主板,20070427
601999.XSHG,601999.SH,601999,出版传媒,CBCM,主板,20071221
603000.XSHG,603000.SH,603000,人民网,RMW,主板,20120427
603001.XSHG,603001.SH,603001,奥康国际,AKGJ,主板,20120426
603002.XSHG,603002.SH,603002,宏昌电子,HCDZ,主板,20120518
603004.XSHG,603004.SH,603004,鼎龙科技,DLKJ,主板,20231227
603005.XSHG,603005.SH,603005,晶方科技,JFKJ,主板,20140210
603006.XSHG,603006.SH,603006,联明股份,LMGF,主板,20140630
603007.XSHG,603007.SH,603007,顺景科技,SJKJ,主板,20160826
603008.XSHG,603008.SH,603008,ST喜临门,STXLM,主板,20120717
603009.XSHG,603009.SH,603009,北特科技,BTKJ,主板,20140718
603010.XSHG,603010.SH,603010,万盛股份,WSGF,主板,20141010
603011.XSHG,603011.SH,603011,合锻智能,HDZN,主板,20141107
603012.XSHG,603012.SH,603012,创力集团,CLJT,主板,20150320
603013.XSHG,603013.SH,603013,亚普股份,YPGF,主板,20180509
603014.XSHG,603014.SH,603014,威高血净,WGXJ,主板,20250519
603015.XSHG,603015.SH,603015,弘讯科技,HXKJ,主板,20150303
603016.XSHG,603016.SH,603016,新宏泰,XHT,主板,20160701
603017.XSHG,603017.SH,603017,中衡设计,ZHSJ,主板,20141231
603018.XSHG,603018.SH,603018,华设集团,HSJT,主板,20141013
603019.XSHG,603019.SH,603019,中科曙光,ZKSG,主板,20141106
603020.XSHG,603020.SH,603020,爱普股份,APGF,主板,20150325
603021.XSHG,603021.SH,603021,*ST华鹏,STHP,主板,20150423
603022.XSHG,603022.SH,603022,新通联,XTL,主板,20150518
603023.XSHG,603023.SH,603023,威帝股份,WDGF,主板,20150527
603025.XSHG,603025.SH,603025,大豪科技,DHKJ,主板,20150422
603026.XSHG,603026.SH,603026,石大胜华,SDSH,主板,20150529
603027.XSHG,603027.SH,603027,千禾味业,QHWY,主板,20160307
603028.XSHG,603028.SH,603028,赛福天,SFT,主板,20160331
603029.XSHG,603029.SH,603029,天鹅股份,TEGF,主板,20160427
603030.XSHG,603030.SH,603030,全筑股份,QZGF,主板,20150320
603031.XSHG,603031.SH,603031,安孚科技,AFKJ,主板,20160822
603032.XSHG,603032.SH,603032,德新科技,DXKJ,主板,20170105
603033.XSHG,603033.SH,603033,三维股份,SWGF,主板,20161207
603035.XSHG,603035.SH,603035,常熟汽饰,CSQS,主板,20170105
603036.XSHG,603036.SH,603036,如通股份,RTGF,主板,20161209
603037.XSHG,603037.SH,603037,凯众股份,KZGF,主板,20170120
603038.XSHG,603038.SH,603038,华立股份,HLGF,主板,20170116
603039.XSHG,603039.SH,603039,泛微网络,FWWL,主板,20170113
603040.XSHG,603040.SH,603040,新坐标,XZB,主板,20170209
603041.XSHG,603041.SH,603041,美思德,MSD,主板,20170330
603042.XSHG,603042.SH,603042,华脉科技,HMKJ,主板,20170602
603043.XSHG,603043.SH,603043,广州酒家,GZJJ,主板,20170627
603045.XSHG,603045.SH,603045,福达合金,FDHJ,主板,20180517
603048.XSHG,603048.SH,603048,浙江黎明,ZJLM,主板,20211116
603049.XSHG,603049.SH,603049,中策橡胶,ZCXJ,主板,20250605
603050.XSHG,603050.SH,603050,科林电气,KLDQ,主板,20170414
603051.XSHG,603051.SH,603051,鹿山新材,LSXC,主板,20220325
603052.XSHG,603052.SH,603052,可川科技,KCKJ,主板,20221011
603053.XSHG,603053.SH,603053,成都燃气,CDRQ,主板,20191217
603055.XSHG,603055.SH,603055,台华新材,THXC,主板,20170921
603057.XSHG,603057.SH,603057,紫燕食品,ZYSP,主板,20220926
603058.XSHG,603058.SH,603058,永吉股份,YJGF,主板,20161223
603059.XSHG,603059.SH,603059,倍加洁,BJJ,主板,20180302
603060.XSHG,603060.SH,603060,国检集团,GJJT,主板,20161109
603061.XSHG,603061.SH,603061,金海通,JHT,主板,20230303
603062.XSHG,603062.SH,603062,麦加芯彩,MJXC,主板,20231107
603063.XSHG,603063.SH,603063,禾望电气,HWDQ,主板,20170728
603065.XSHG,603065.SH,603065,宿迁联盛,SQLS,主板,20230321
603066.XSHG,603066.SH,603066,音飞储存,YFCC,主板,20150611
603067.XSHG,603067.SH,603067,振华股份,ZHGF,主板,20160913
603068.XSHG,603068.SH,603068,博通集成,BTJC,主板,20190415
603069.XSHG,603069.SH,603069,海汽集团,HQJT,主板,20160712
603070.XSHG,603070.SH,603070,万控智造,WKZZ,主板,20220310
603071.XSHG,603071.SH,603071,XD物产环,XDWCH,主板,20211216
603072.XSHG,603072.SH,603072,天和磁材,THCC,主板,20250103
603073.XSHG,603073.SH,603073,彩蝶实业,CDSY,主板,20230316
603075.XSHG,603075.SH,603075,热威股份,RWGF,主板,20230911
603076.XSHG,603076.SH,603076,乐惠国际,LHGJ,主板,20171113
603077.XSHG,603077.SH,603077,和邦生物,HBSW,主板,20120731
603078.XSHG,603078.SH,603078,江化微,JHW,主板,20170410
603079.XSHG,603079.SH,603079,圣达生物,SDSW,主板,20170823
603080.XSHG,603080.SH,603080,新疆火炬,XJHJ,主板,20180103
603081.XSHG,603081.SH,603081,大丰实业,DFSY,主板,20170420
603082.XSHG,603082.SH,603082,北自科技,BZKJ,主板,20240130
603083.XSHG,603083.SH,603083,剑桥科技,JQKJ,主板,20171110
603085.XSHG,603085.SH,603085,天成自控,TCZK,主板,20150630
603086.XSHG,603086.SH,603086,先达股份,XDGF,主板,20170511
603087.XSHG,603087.SH,603087,甘李药业,GLYY,主板,20200629
603088.XSHG,603088.SH,603088,宁波精达,NBJD,主板,20141111
603089.XSHG,603089.SH,603089,正裕工业,ZYGY,主板,20170126
603090.XSHG,603090.SH,603090,宏盛股份,HSGF,主板,20160831
603091.XSHG,603091.SH,603091,众鑫股份,ZXGF,主板,20240920
603092.XSHG,603092.SH,603092,德力佳,DLJ,主板,20251107
603093.XSHG,603093.SH,603093,南华期货,NHQH,主板,20190830
603095.XSHG,603095.SH,603095,越剑智能,YJZN,主板,20200415
603096.XSHG,603096.SH,603096,新经典,XJD,主板,20170425
603097.XSHG,603097.SH,603097,江苏华辰,JSHC,主板,20220512
603098.XSHG,603098.SH,603098,森特股份,STGF,主板,20161216
603099.XSHG,603099.SH,603099,长白山,CBS,主板,20140822
603100.XSHG,603100.SH,603100,川仪股份,CYGF,主板,20140805
603101.XSHG,603101.SH,603101,汇嘉时代,HJSD,主板,20160506
603102.XSHG,603102.SH,603102,百合股份,BHGF,主板,20220125
603103.XSHG,603103.SH,603103,横店影视,HDYS,主板,20171012
603105.XSHG,603105.SH,603105,芯能科技,XNKJ,主板,20180709
603106.XSHG,603106.SH,603106,恒银科技,HYKJ,主板,20170920
603107.XSHG,603107.SH,603107,上海汽配,SHQP,主板,20231101
603108.XSHG,603108.SH,603108,润达医疗,RDYL,主板,20150527
603109.XSHG,603109.SH,603109,神驰机电,SCJD,主板,20191231
603110.XSHG,603110.SH,603110,东方材料,DFCL,主板,20171013
603111.XSHG,603111.SH,603111,康尼机电,KNJD,主板,20140801
603112.XSHG,603112.SH,603112,华翔股份,HXGF,主板,20200917
603113.XSHG,603113.SH,603113,金能科技,JNKJ,主板,20170511
603115.XSHG,603115.SH,603115,海星股份,HXGF,主板,20190809
603116.XSHG,603116.SH,603116,红蜻蜓,HQT,主板,20150629
603117.XSHG,603117.SH,603117,万林物流,WLWL,主板,20150629
603118.XSHG,603118.SH,603118,共进股份,GJGF,主板,20150225
603119.XSHG,603119.SH,603119,浙江荣泰,ZJRT,主板,20230801
603120.XSHG,603120.SH,603120,肯特催化,KTCH,主板,20250416
603121.XSHG,603121.SH,603121,华培动力,HPDL,主板,20190111
603122.XSHG,603122.SH,603122,合富中国,HFZG,主板,20220216
603123.XSHG,603123.SH,603123,翠微股份,CWGF,主板,20120503
603124.XSHG,603124.SH,603124,江南新材,JNXC,主板,20250320
603125.XSHG,603125.SH,603125,XD常青科,XDCQK,主板,20230410
603126.XSHG,603126.SH,603126,中材节能,ZCJN,主板,20140731
603127.XSHG,603127.SH,603127,昭衍新药,ZYXY,主板,20170825
603128.XSHG,603128.SH,603128,华贸物流,HMWL,主板,20120529
603129.XSHG,603129.SH,603129,春风动力,CFDL,主板,20170818
603130.XSHG,603130.SH,603130,云中马,YZM,主板,20221118
603131.XSHG,603131.SH,603131,上海沪工,SHHG,主板,20160607
603132.XSHG,603132.SH,603132,金徽股份,JHGF,主板,20220222
603135.XSHG,603135.SH,603135,中重科技,ZZKJ,主板,20230410
603136.XSHG,603136.SH,603136,天目湖,TMH,主板,20170927
603137.XSHG,603137.SH,603137,恒尚节能,HSJN,主板,20230419
603138.XSHG,603138.SH,603138,海量数据,HLSJ,主板,20170306
603139.XSHG,603139.SH,603139,康惠股份,KHGF,主板,20170421
603150.XSHG,603150.SH,603150,万朗磁塑,WLCS,主板,20220124
603151.XSHG,603151.SH,603151,邦基科技,BJKJ,主板,20221019
603153.XSHG,603153.SH,603153,上海建科,SHJK,主板,20230313
603155.XSHG,603155.SH,603155,新亚强,XYQ,主板,20200901
603156.XSHG,603156.SH,603156,养元饮品,YYYP,主板,20180212
603158.XSHG,603158.SH,603158,腾龙股份,TLGF,主板,20150320
603159.XSHG,603159.SH,603159,上海亚虹,SHYH,主板,20160812
603160.XSHG,603160.SH,603160,汇顶科技,HDKJ,主板,20161017
603161.XSHG,603161.SH,603161,科华控股,KHKG,主板,20180105
603162.XSHG,603162.SH,603162,海通发展,HTFZ,主板,20230329
603163.XSHG,603163.SH,603163,圣晖集成,SHJC,主板,20221013
603165.XSHG,603165.SH,603165,荣晟环保,RCHB,主板,20170117
603166.XSHG,603166.SH,603166,福达股份,FDGF,主板,20141127
603167.XSHG,603167.SH,603167,渤海轮渡,BHLD,主板,20120906
603168.XSHG,603168.SH,603168,莎普爱思,SPAS,主板,20140702
603169.XSHG,603169.SH,603169,兰石重装,LSZZ,主板,20141009
603170.XSHG,603170.SH,603170,宝立食品,BLSP,主板,20220715
603171.XSHG,603171.SH,603171,税友股份,SYGF,主板,20210630
603172.XSHG,603172.SH,603172,万丰股份,WFGF,主板,20230510
603173.XSHG,603173.SH,603173,福斯达,FSD,主板,20230130
603175.XSHG,603175.SH,603175,超颖电子,CYDZ,主板,20251024
603176.XSHG,603176.SH,603176,汇通集团,HTJT,主板,20211231
603177.XSHG,603177.SH,603177,德创环保,DCHB,主板,20170207
603178.XSHG,603178.SH,603178,圣龙股份,SLGF,主板,20170328
603179.XSHG,603179.SH,603179,新泉股份,XQGF,主板,20170317
603180.XSHG,603180.SH,603180,金牌家居,JPJJ,主板,20170512
603181.XSHG,603181.SH,603181,皇马科技,HMKJ,主板,20170824
603182.XSHG,603182.SH,603182,嘉华股份,JHGF,主板,20220909
603183.XSHG,603183.SH,603183,建研院,JYY,主板,20170905
603185.XSHG,603185.SH,603185,弘元绿能,HYLN,主板,20181228
603186.XSHG,603186.SH,603186,华正新材,HZXC,主板,20170103
603187.XSHG,603187.SH,603187,海容冷链,HRLL,主板,20181129
603188.XSHG,603188.SH,603188,亚邦股份,YBGF,主板,20140909
603189.XSHG,603189.SH,603189,*ST网达,STWD,主板,20160914
603190.XSHG,603190.SH,603190,亚通精工,YTJG,主板,20230217
603191.XSHG,603191.SH,603191,望变电气,WBDQ,主板,20220428
603192.XSHG,603192.SH,603192,汇得科技,HDKJ,主板,20180828
603193.XSHG,603193.SH,603193,润本股份,RBGF,主板,20231017
603194.XSHG,603194.SH,603194,中力股份,ZLGF,主板,20241224
603195.XSHG,603195.SH,603195,公牛集团,GNJT,主板,20200206
603196.XSHG,603196.SH,603196,璞源材料,PYCL,主板,20170531
603197.XSHG,603197.SH,603197,保隆科技,BLKJ,主板,20170519
603198.XSHG,603198.SH,603198,迎驾贡酒,YJGJ,主板,20150528
603199.XSHG,603199.SH,603199,九华旅游,JHLY,主板,20150326
603200.XSHG,603200.SH,603200,上海洗霸,SHXB,主板,20170601
603201.XSHG,603201.SH,603201,常润股份,CRGF,主板,20220729
603202.XSHG,603202.SH,603202,天有为,TYW,主板,20250424
603203.XSHG,603203.SH,603203,快克智能,KKZN,主板,20161108
603205.XSHG,603205.SH,603205,健尔康,JEK,主板,20241107
603206.XSHG,603206.SH,603206,嘉环科技,JHKJ,主板,20220506
603207.XSHG,603207.SH,603207,小方制药,XFZY,主板,20240826
603208.XSHG,603208.SH,603208,江山欧派,JSOP,主板,20170210
603209.XSHG,603209.SH,603209,兴通股份,XTGF,主板,20220324
603210.XSHG,603210.SH,603210,泰鸿万立,THWL,主板,20250409
603211.XSHG,603211.SH,603211,晋拓股份,JTGF,主板,20220725
603212.XSHG,603212.SH,603212,赛伍技术,SWJS,主板,20200430
603213.XSHG,603213.SH,603213,镇洋发展,ZYFZ,主板,20211111
603214.XSHG,603214.SH,603214,爱婴室,AYS,主板,20180330
603215.XSHG,603215.SH,603215,比依股份,BYGF,主板,20220218
603216.XSHG,603216.SH,603216,梦天家居,MTJJ,主板,20211215
603217.XSHG,603217.SH,603217,元利科技,YLKJ,主板,20190620
603218.XSHG,603218.SH,603218,日月股份,RYGF,主板,20161228
603219.XSHG,603219.SH,603219,富佳股份,FJGF,主板,20211122
603220.XSHG,603220.SH,603220,中贝通信,ZBTX,主板,20181115
603221.XSHG,603221.SH,603221,爱丽家居,ALJJ,主板,20200323
603222.XSHG,603222.SH,603222,济民健康,JMJK,主板,20150217
603223.XSHG,603223.SH,603223,恒通股份,HTGF,主板,20150630
603225.XSHG,603225.SH,603225,新凤鸣,XFM,主板,20170418
603226.XSHG,603226.SH,603226,菲林格尔,FLGE,主板,20170615
603227.XSHG,603227.SH,603227,雪峰科技,XFKJ,主板,20150515
603228.XSHG,603228.SH,603228,景旺电子,JWDZ,主板,20170106
603229.XSHG,603229.SH,603229,奥翔药业,AXYY,主板,20170509
603230.XSHG,603230.SH,603230,内蒙新华,NMXH,主板,20211224
603231.XSHG,603231.SH,603231,索宝蛋白,SBDB,主板,20231215
603232.XSHG,603232.SH,603232,格尔软件,GERJ,主板,20170421
603233.XSHG,603233.SH,603233,大参林,DCL,主板,20170731
603235.XSHG,603235.SH,603235,天新药业,TXYY,主板,20220712
603236.XSHG,603236.SH,603236,移远通信,YYTX,主板,20190716
603237.XSHG,603237.SH,603237,五芳斋,WFZ,主板,20220831
603238.XSHG,603238.SH,603238,诺邦股份,NBGF,主板,20170222
603239.XSHG,603239.SH,603239,浙江仙通,ZJXT,主板,20161230
603248.XSHG,603248.SH,603248,锡华科技,XHKJ,主板,20251223
603255.XSHG,603255.SH,603255,鼎际得,DJD,主板,20220818
603256.XSHG,603256.SH,603256,宏和科技,HHKJ,主板,20190719
603257.XSHG,603257.SH,603257,中国瑞林,ZGRL,主板,20250408
603258.XSHG,603258.SH,603258,电魂网络,DHWL,主板,20161026
603259.XSHG,603259.SH,603259,药明康德,YMKD,主板,20180508
603260.XSHG,603260.SH,603260,合盛硅业,HSGY,主板,20171030
603261.XSHG,603261.SH,603261,*ST立航,STLH,主板,20220315
603262.XSHG,603262.SH,603262,技源集团,JYJT,主板,20250723
603266.XSHG,603266.SH,603266,天龙股份,TLGF,主板,20170110
603267.XSHG,603267.SH,603267,鸿远电子,HYDZ,主板,20190515
603268.XSHG,603268.SH,603268,松发股份,SFGF,主板,20150319
603269.XSHG,603269.SH,603269,海鸥股份,HOGF,主板,20170517
603270.XSHG,603270.SH,603270,金帝股份,JDGF,主板,20230901
603271.XSHG,603271.SH,603271,永杰新材,YJXC,主板,20250311
603272.XSHG,603272.SH,603272,*ST联翔,STLX,主板,20220520
603273.XSHG,603273.SH,603273,天元智能,TYZN,主板,20231023
603275.XSHG,603275.SH,603275,众辰科技,ZCKJ,主板,20230823
603276.XSHG,603276.SH,603276,恒兴新材,HXXC,主板,20230925
603277.XSHG,603277.SH,603277,银都股份,YDGF,主板,20170911
603278.XSHG,603278.SH,603278,大业股份,DYGF,主板,20171113
603279.XSHG,603279.SH,603279,景津装备,JJZB,主板,20190729
603280.XSHG,603280.SH,603280,南方路机,NFLJ,主板,20221108
603281.XSHG,603281.SH,603281,江瀚新材,JHXC,主板,20230131
603282.XSHG,603282.SH,603282,亚光股份,YGGF,主板,20230315
603283.XSHG,603283.SH,603283,赛腾股份,STGF,主板,20171225
603284.XSHG,603284.SH,603284,林平发展,LPFZ,主板,20260210
603285.XSHG,603285.SH,603285,键邦股份,JBGF,主板,20240705
603286.XSHG,603286.SH,603286,日盈电子,RYDZ,主板,20170627
603288.XSHG,603288.SH,603288,海天味业,HTWY,主板,20140211
603289.XSHG,603289.SH,603289,泰瑞机器,TRJQ,主板,20171031
603290.XSHG,603290.SH,603290,斯达半导,SDBD,主板,20200204
603291.XSHG,603291.SH,603291,联合水务,LHSW,主板,20230327
603293.XSHG,603293.SH,603293,埃泰克,ATK,主板,20260416
603296.XSHG,603296.SH,603296,华勤技术,HQJS,主板,20230808
603297.XSHG,603297.SH,603297,永新光学,YXGX,主板,20180910
603298.XSHG,603298.SH,603298,杭叉集团,HCJT,主板,20161227
603299.XSHG,603299.SH,603299,苏盐井神,SYJS,主板,20151231
603300.XSHG,603300.SH,603300,海南华铁,HNHT,主板,20150529
603301.XSHG,603301.SH,603301,振德医疗,ZDYL,主板,20180412
603303.XSHG,603303.SH,603303,得邦照明,DBZM,主板,20170330
603305.XSHG,603305.SH,603305,旭升集团,XSJT,主板,20170710
603306.XSHG,603306.SH,603306,华懋科技,HMKJ,主板,20140926
603307.XSHG,603307.SH,603307,扬州金泉,YZJQ,主板,20230216
603308.XSHG,603308.SH,603308,应流股份,YLGF,主板,20140122
603309.XSHG,603309.SH,603309,XD维力医,XDWLY,主板,20150302
603310.XSHG,603310.SH,603310,巍华新材,WHXC,主板,20240814
603311.XSHG,603311.SH,603311,金海高科,JHGK,主板,20150518
603312.XSHG,603312.SH,603312,西典新能,XDXN,主板,20240111
603313.XSHG,603313.SH,603313,梦百合,MBH,主板,20161013
603315.XSHG,603315.SH,603315,福鞍股份,FAGF,主板,20150424
603316.XSHG,603316.SH,603316,诚邦股份,CBGF,主板,20170619
603317.XSHG,603317.SH,603317,天味食品,TWSP,主板,20190416
603318.XSHG,603318.SH,603318,水发燃气,SFRQ,主板,20150424
603319.XSHG,603319.SH,603319,美湖股份,MHGF,主板,20161130
603320.XSHG,603320.SH,603320,XD迪贝电,XDDBD,主板,20170502
603321.XSHG,603321.SH,603321,梅轮电梯,MLDT,主板,20170915
603322.XSHG,603322.SH,603322,超讯通信,CXTX,主板,20160728
603323.XSHG,603323.SH,603323,苏农银行,SNYH,主板,20161129
603324.XSHG,603324.SH,603324,盛剑科技,SJKJ,主板,20210407
603325.XSHG,603325.SH,603325,博隆技术,BLJS,主板,20240110
603326.XSHG,603326.SH,603326,我乐家居,WLJJ,主板,20170616
603327.XSHG,603327.SH,603327,福蓉科技,FRKJ,主板,20190523
603328.XSHG,603328.SH,603328,依顿电子,YDDZ,主板,20140701
603329.XSHG,603329.SH,603329,上海雅仕,SHYS,主板,20171229
603330.XSHG,603330.SH,603330,天洋新材,TYXC,主板,20170213
603331.XSHG,603331.SH,603331,百达精工,BDJG,主板,20170705
603332.XSHG,603332.SH,603332,苏州龙杰,SZLJ,主板,20190117
603333.XSHG,603333.SH,603333,尚纬股份,SWGF,主板,20120507
603334.XSHG,603334.SH,603334,丰倍生物,FBSW,主板,20251105
603335.XSHG,603335.SH,603335,迪生力,DSL,主板,20170620
603336.XSHG,603336.SH,603336,宏辉果蔬,HHGS,主板,20161124
603337.XSHG,603337.SH,603337,杰克科技,JKKJ,主板,20170119
603338.XSHG,603338.SH,603338,浙江鼎力,ZJDL,主板,20150325
603339.XSHG,603339.SH,603339,四方科技,SFKJ,主板,20160519
603341.XSHG,603341.SH,603341,龙旗科技,LQKJ,主板,20240301
603344.XSHG,603344.SH,603344,星德胜,XDS,主板,20240320
603345.XSHG,603345.SH,603345,安井食品,AJSP,主板,20170222
603348.XSHG,603348.SH,603348,文灿股份,WCGF,主板,20180426
603350.XSHG,603350.SH,603350,安乃达,AND,主板,20240703
603351.XSHG,603351.SH,603351,威尔药业,WEYY,主板,20190130
603352.XSHG,603352.SH,603352,至信股份,ZXGF,主板,20260115
603353.XSHG,603353.SH,603353,和顺石油,HSSY,主板,20200407
603355.XSHG,603355.SH,603355,莱克电气,LKDQ,主板,20150513
603356.XSHG,603356.SH,603356,华菱精工,HLJG,主板,20180124
603357.XSHG,603357.SH,603357,设计总院,SJZY,主板,20170801
603358.XSHG,603358.SH,603358,华达科技,HDKJ,主板,20170125
603359.XSHG,603359.SH,603359,*ST东珠,STDZ,主板,20170901
603360.XSHG,603360.SH,603360,百傲化学,BAHX,主板,20170206
603363.XSHG,603363.SH,603363,傲农生物,ANSW,主板,20170926
603365.XSHG,603365.SH,603365,水星家纺,SXJF,主板,20171120
603366.XSHG,603366.SH,603366,日出东方,RCDF,主板,20120521
603367.XSHG,603367.SH,603367,辰欣药业,CXYY,主板,20170929
603368.XSHG,603368.SH,603368,柳药集团,LYJT,主板,20141204
603369.XSHG,603369.SH,603369,今世缘,JSY,主板,20140703
603370.XSHG,603370.SH,603370,华新精科,HXJK,主板,20250905
603373.XSHG,603373.SH,603373,安邦护卫,ABHW,主板,20231220
603375.XSHG,603375.SH,603375,盛景微,SJW,主板,20240124
603376.XSHG,603376.SH,603376,大明电子,DMDZ,主板,20251106
603377.XSHG,603377.SH,603377,ST东时,STDS,主板,20160205
603378.XSHG,603378.SH,603378,*ST亚士,STYS,主板,20170928
603379.XSHG,603379.SH,603379,三美股份,SMGF,主板,20190402
603380.XSHG,603380.SH,603380,易德龙,YDL,主板,20170622
603381.XSHG,603381.SH,603381,永臻股份,YZGF,主板,20240626
603382.XSHG,603382.SH,603382,海阳科技,HYKJ,主板,20250612
603383.XSHG,603383.SH,603383,XD顶点软,XDDDR,主板,20170522
603385.XSHG,603385.SH,603385,惠达卫浴,HDWY,主板,20170405
603386.XSHG,603386.SH,603386,骏亚科技,JYKJ,主板,20170912
603387.XSHG,603387.SH,603387,基蛋生物,JDSW,主板,20170717
603389.XSHG,603389.SH,603389,*ST亚振,STYZ,主板,20161215
603390.XSHG,603390.SH,603390,通达电气,TDDQ,主板,20191125
